EDPIM data for EDP7 - 4th floor acc in g
   15   40     (41g12.7)
   0.100       0.111       0.121       0.232       0.158       0.103       0.102       0.197       0.145       0.133       9.051E-02   0.219       0.175       9.896E-02   8.633E-02   8.611E-02   8.611E-02   0.149       0.172       0.123       0.104       0.109       0.123       0.100       0.264       0.231       0.231       0.143       0.148       0.166       0.278       0.182       0.154       0.128       0.230       0.210       0.224       0.225       8.841E-02   0.103       0.164    
   0.200       0.223       0.261       0.455       0.278       0.202       0.205       0.395       0.301       0.286       0.184       0.308       0.350       0.187       0.162       0.149       0.149       0.335       0.382       0.248       0.168       0.133       0.247       0.175       0.521       0.570       0.570       0.285       0.288       0.331       0.597       0.348       0.334       0.256       0.525       0.419       0.495       0.441       0.233       0.224       0.256    
   0.300       0.334       0.347       0.764       0.494       0.259       0.307       0.592       0.424       0.367       0.951       0.464       0.525       0.453       0.192       0.447       0.447       0.632       0.682       0.608       0.223       0.626       0.406       0.231        1.07       0.793       0.793       0.378       0.364       0.492       0.891       0.592       0.704       0.354       0.453       0.620       0.658        1.27       0.616       0.255       0.435    
   0.400        0.00       0.567        1.04        1.27       0.394       0.570       0.786       0.572        1.09        0.00        0.00       0.706       0.406       0.309       0.600       0.600       0.696       0.634       0.690       0.312       0.708       0.587        0.00       0.902       0.813       0.813       0.479       0.535       0.526       0.871       0.752       0.763       0.363       0.849       0.785        1.14       0.694       0.835       0.474       0.557    
   0.500        0.00       0.502       0.883       0.724       0.471       0.450       0.927       0.836       0.652        0.00        0.00       0.801       0.356       0.502       0.643       0.643       0.984       0.926       0.694       0.539       0.470       0.729        0.00        1.00       0.957       0.957       0.572       0.978       0.656        1.14       0.815        1.08       0.504        1.14       0.898       0.994       0.801       0.644       0.425       0.742    
   0.600        0.00       0.566        1.04       0.714       0.673       0.812        1.20       0.832       0.600        0.00        0.00       0.732       0.684       0.308       0.454       0.454        0.00        0.00        0.00        1.02       0.432       0.973        0.00        1.03       0.804       0.804       0.644        1.21        0.00        1.22        1.23       0.991       0.579        1.06        1.06        1.16        0.00       0.549       0.860        0.00    
   0.700        0.00       0.793        1.24       0.846        0.00       0.624        0.00       0.785       0.874        0.00        0.00       0.746       0.696       0.448        1.07        0.00        0.00        0.00        0.00        0.00        0.00        1.21        0.00        1.01        1.44        1.44       0.659       0.961        0.00        1.60        1.28       0.988       0.738        0.00        1.15        0.00        0.00       0.750       0.414        0.00    
   0.800        0.00       0.760        1.46       0.983        0.00       0.637        0.00       0.770       0.812        0.00        0.00       0.828        0.00       0.709       0.634        0.00        0.00        0.00        0.00        0.00        0.00        1.29        0.00        0.00       0.934       0.934       0.829       0.943        0.00        1.37        1.21        0.00       0.809        0.00        1.03        0.00        0.00       0.646       0.604        0.00    
   0.900        0.00       0.644        0.00        1.11        0.00       0.880        0.00       0.704        0.00        0.00        0.00        0.00        0.00       0.867        0.00        0.00        0.00        0.00        0.00        0.00        0.00        1.28        0.00        0.00        1.17        1.17       0.850        1.17        0.00        1.47       0.985        0.00       0.978        0.00       0.940        0.00        0.00       0.742       0.592        0.00    
    1.00        0.00        1.10        0.00        0.00        0.00       0.807        0.00       0.711        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        1.09        0.00        0.00        1.14        1.14       0.862        1.66        0.00        1.48       0.879        0.00        1.03        0.00        1.00        0.00        0.00       0.859       0.822        0.00    
    1.10        0.00        0.00        0.00        0.00        0.00        0.00        0.00        1.03        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        1.41        0.00        0.00        0.00        0.00        1.02        0.00        0.00        0.00       0.994        0.00       0.761        0.00       0.833        0.00        0.00       0.990       0.537        0.00    
    1.20        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.964        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        1.20        0.00        0.00        0.00        0.00        1.02        0.00        0.00        0.00        0.00        0.00       0.837        0.00       0.747        0.00        0.00        0.00       0.667        0.00    
    1.30        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.929        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        1.28        0.00        0.00        0.00        0.00        1.12        0.00        0.00        0.00        0.00        0.00       0.913        0.00        1.07        0.00        0.00        0.00       0.720        0.00    
    1.40        0.00        0.00        0.00        0.00        0.00        0.00        0.00        1.03        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        1.20        0.00        0.00        0.00        0.00        1.16        0.00        0.00        0.00        0.00        0.00       0.996        0.00       0.871        0.00        0.00        0.00        1.00        0.00    
    1.50        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        1.32        0.00        0.00        0.00        0.00        1.12        0.00        0.00        0.00        0.00        0.00       0.888        0.00        0.00        0.00        0.00        0.00       0.988        0.00    

 
